,Sentiment,SentimentText
49,1,oh so beautiful Da Vinci Code...
50,1,i loved the da vinci code.
51,1,The Da Vinci Code is an awesome book.
52,1,Da vinci code is an awesome book.
53,1,I miss ripping acoustic music and the Da Vinci Code...
54,1,"Personally, I neither hate nor love the Da Vinci Code."
55,1,looks amazingly fun and possibly a bit cold... [ don't tell anyone ] but da vinci code is an awesome book.
56,1,"Da Vinci Code is of course a awesome book, but you will figure that out on page 286."
57,1,"I love "" The Da Vinci Code!"
58,1,i LOVED the Da Vinci Code.
59,1,"But seriously, the Da Vinci Code is an awesome book."
60,1,da vinci code is awesome.
61,1,I love The Da Vinci Code.
63,1,omg i love the da vinci code that is such an awesome book!
64,1,The Da Vinci Code is an awesome book...
65,1,The Da Vinci Code is still one of the most awesomest books i've ever read...
66,1,I did love The Da Vinci Code though.
67,1,The Da Vinci Code is awesome!..
68,1,I love the Da Vinci Code too.
69,1,"shit, i love the da vinci code."
70,1,"The Da vinci code really is a awesome book, you also got the other two books by Dan Brown?.."
71,1,"the da vinci code was an awesome book, i just finished it."
72,1,da vinci code is awesome..
73,1,I love The Da Vinci Code...
74,1,I LOVE THE DA VINCI CODE!!..
75,1,I LOVE THE DA VINCI CODE!!.
76,1,damn i love da vinci code.
77,1,The Da Vinci Code was fucking awesome!..
78,1,The Da Vinci Code was awesome.
79,1,"Da Vinci Code was awesome, and sounds more probable to me than half the crap Fr."
80,1,I loved the Da Vinci Code and the like.
81,1,Da Vinci Code-that was awesome!..
82,1,"I loved the Da Vinci code, but it raises a lot of theological questions most of which are very absurd..."
84,1,Yeah the Da Vinci code is awesome....
85,1,""" The Da Vinci Code "" is awesome though."
86,1,i LOVE the da vinci code!
87,1,The Da Vinci Code is an awesome book!!!
88,1,"Aaron  s mom and Aaron knew how much I loved the Da Vinci Code, so we took the tour inside."
89,1,da vinci code is awesome!
90,1,I loved the da vinci code....
91,1,the Da Vinci Code is awesome..
92,1,I'd love to go see Da Vinci Code but probably not next week.
94,1,"im sick of books right now, but i must say, da vinci code was awesome.."
95,1,"finished reading the da vinci code, which is an awesome book."
96,1,that and the da vinci code is awesome so far.
97,1,I LOVE THE DA VINCI CODE!!!!... < < < < < 3333...
98,1,And Da Vinci Code is awesome.
99,1,"I read "" Angels & Demons "" first and am now onto "" The Da Vinci Code "" which so far is awesome."
100,1,Da Vinci Code is an awesome book..
101,1,Da Vinci Code is awesome!
102,1,"read "" The Da Vinci Code "" is awesome,. but "" Angel and Demons "" is even better if you wanna read Dan Brown's books.."
103,1,The Da Vinci Code is awesome...
104,1,Oh oh oh and I loved The Da Vinci Code!
105,1,I love the Da Vinci code...
107,1,and I love Da Vinci Code-illustrated edition is the only way to go!:)..
108,1,"I loved the Da Vinci code, and I can't wait for the movie."
109,1,i loved da vinci code recently......
110,1,Love the Da Vinci Code!(
111,1,to their right ALSO read and LOVED the Da Vinci code.
112,1,I * LOVED * Da Vinci code.
113,1,and i love reading da vinci code.....
114,1,and i love Da Vinci Code too..
116,1,Da Vinci Code looks SO awesome...
117,1,I finished The Da Vinci Code that was an awesome book!
118,1,"The Da Vinci Code was pretty awesome, but I liked Angels and Demons..."
119,1,"I loved reading Da Vinci Code, can't wait for the movie to come out!.."
121,1,The Da Vinci Code really is an awesome book and you should all go get it.
122,1,"I loved The Da Vinci Code, and I thought Angels & Demons was pretty good right up until the end where he kind of lost it a bit."
123,1,i totally love the Da Vinci Code and i CA N'T wait until the movie!
124,1,"Personally I loved The Da Vinci Code, its a great thriller."
125,1,I love the Da Vinci Code.....
126,1,' The Da Vinci Code'it was AWESOME.
127,1,and the da vinci code is an awesome book!
128,1,da vinci code is an awesome book..
129,1,The Da Vinci Code is AWESOME!.
130,1,I loved the da vinci code.
131,1,I loved the da Vinci Code-very interesting to think about things from a different angle.
132,1,Da Vinci Code is a friggin awesome book.
133,1,"And the Da Vinci code is AMAZING, 30 pages left to go."
134,1,+ love undercover 3 + The Da Vinci Code....
135,1,outta all three i just loved the da vinci code.
136,1,oh I love the book The Da VInci Code!
137,1,"besides drowining myself in the Da Vinci Code -- which, by the way, was awesome!)."
138,1,da vinci code is so awesome.
139,1,and Da Vinci Code was so awesome already).
140,1,The Da Vinci Code was AWESOME.
141,1,"So, the Da Vinci code was AWESOME..."
142,1,I loved the Da Vinci Code.
143,1,"Well the Da Vinci Code, was Awesome!"
144,1,i really loved the da vinci code.
145,1,The book da vinci code is awesome.
146,1,"i saw the da vinci code, which was awesome."
147,1,And I love the Da Vinci Code(
148,1,i know i loved the da vinci code too!!!
149,1,Da Vinci code was awesome!!!
150,1,"lynn and jon at the theaters for da vinci code-other than that, EVERYONE AT THE LUAU, it was awesome.."
151,1,The Da Vinci Code was an awesome movie.
152,1,"also, the da vinci code is AWESOME."
153,1,* gasp * I LOVE the Da Vinci Code!!
154,1,"As for movies, The Da Vinci Code was awesome and all of the protests against it make me sad to know that so many people who share my religion are idiots..."
155,1,The Da Vinci Code is like one of the AWESOMEST books!!!
156,1,"As sad as it may be that I am now dating my sister, I enjoyed our time together and absolutely loved The Da Vinci Code."
157,1,just because the da vinci code is awesome doesn't mean jesus can't be the most admired bachelor!.
158,1,DA VINCI CODE WAS AWESOME!!!!!..
159,1,Da Vinci Code is an awesome movie.
161,1,Da vinci Code is one beautiful movie..
162,1,I love Da Vinci Code.
163,1,"Beyond the Da Vinci Code is a beautiful tome -- unauthorized, of course -- that deals with the novel and what inspired it."
164,1,I actually loved Da Vinci Code.
165,1,"I saw both Da Vinci Code and X-Men 3 The Last Stand on the day they came out, and the one that got me talking to most was X-Men, but Da Vinci Code was awesome too."
166,1,i loved the da vinci code...
167,1,"I agree with you, I loved Da Vinci Code, I just think it's ridiculous for people to get their panties in a bunch about the heresies and blashpemies and whatever the hell else it allegedly contains."
168,1,the da vinci code was awesome lah!
169,1,Da Vinci Code was AWESOME..
170,1,I'd love to watch The Da Vinci Code soon.
171,1,"Its hard to decide on what move ti see when there are 2 good ones playing, I would love to see the Da Vinci Code but on the other hand Over The Hedge looks very funny..."
172,1,"i read that book "" angels and demons "" and i got hooked so i finished in two days, just like da vinci code..."
173,1,oh and i loved the da vinci code.
174,1,"Back in Melbourne, Mom and I went to see Da Vinci Code, which was totally awesome, but they left things out!"
175,1,hahash i love da vinci code tooo!!
177,1,"da vinci code was also awesome, but thats a given, tom hanks is in it after all."
178,1,I loved The Da Vinci Code!!
179,1,I loved The Da Vinci Code!
180,1,i loved the da vinci code was a kick ass movie...
181,1,"Then we went to the movies and saw The Da Vinci Code which honestly, was the most awesome movie I have ever seen."
182,1,"i loved the da Vinci code, even though it was the second book in the series."
183,1,The Da Vinci Code was awesome in my opinion -- the book and the movie.
184,1,"I loved the Da Vinci Code, both the book and the movie."
185,1,the da vinci code was sooo awesome-good luck at ur tennis tournament..
186,1,The Da Vinci Code was AWESOME!!
187,1,I love hating America almost as much as I love supporting the Da Vinci Code.
188,1,Da Vinci Code was awesome.
189,1,i luv the book'da vinci code '....
190,1,da vinci code was awesome..
193,1,"Well, Da Vinci Code was awesome...."
194,1,The Da Vinci Code was awesome..
195,1,"The Da Vinci Code is an awesome book, I just finshed reading it."
196,1,"The Da Vinci Code was so awesome, I cannot even begin to comprehend nor explain the awesomeness of its hardcore, awesome power of awesomeness....."
197,1,PS da Vinci code is an awesome movie!.
198,1,i just love Da Vinci Code so much!
199,1,the people who are worth it know how much i love the da vinci code.
200,1,I wanted desperately to love'The Da Vinci Code as a film.
201,1,"The Da Vinci Code was awesome, I can't wait to read it..."
202,1,The Da Vinci Code was absolutely AWESOME!
203,1,da vinci code was an awesome movie...
204,1,DA VINCI CODE IS AWESOME!!
206,1,The Da Vinci Code is awesome..
207,1,The Da Vinci Code is awesome!!
208,1,Love luv lubb the Da Vinci Code!
999,1,friday i stayed in & watched Mission Impossible 3 which is amazing by the way.
1000,1,I LOVED Mission Impossible 3..
1001,1,"Mission Impossible 3 is exciting,."
1002,1,ok it's time to update wow haven't updated for a long time ok so yeah watched over the hedge and mission impossible 3 awesome movies hammy rocks..
1003,1,Mission Impossible 3 is AMAZING.
1004,1,"The first action theme to be played as the fireworks went off was the ‘ Mission Impossible ’ theme which was a good accompaniment to the whistles, bangs and colourfully lit up sky."
1006,1,"Mission Impossible was a good unpredictable spy movie, if you like that sort of thing."
1007,1,I loved this mission impossible scenario.
1008,1,"Mission Impossible 3 is astonishingly good, fat free, and very much worth a rent."
1009,1,And I love the way our three-generation Mission Impossible team can infiltrate these events a half hour before the doors officially open...
1010,1,MISSION IMPOSSIBLE WAS AWESOME!!!!!
1011,1,Finally feel up to making the long ass drive out to the Haunt tonight...-and Mission Impossible III was good....
1013,1,Mission Impossible is going to be so awesome this year!
1014,1,i love your mission impossible move.
1015,1,hell yea i love the mission impossible thing.
1016,1,i miss mission impossible.
1017,1,"I have to say the "" Mission Impossible "" thing was AWESOME!"
1018,1,MISSION IMPOSSIBLE WAS SO WICKED AWESOME!!!!!!!!!!!
1019,1,"I still love MISSION IMPOSSIBLE even if it did make me fall and get 10.9 in "" gym class ""("
1020,1,"Mission Impossible is an awesome movie, watch it..."
1021,1,"By the way, Mission Impossible is an awesome movie if you're looking for a suspenseful movie that's ALL action and little story..."
1022,1,"i love mission impossible, it's like the only action movie i like, plus tom cruise is in it."
1023,1,Because I fucking love Mission Impossible.
1024,1,All the trailers attached to Mission Impossible were pretty awesome movies which I will catch I am sure since I have nothing better to do since I'll be in Clarksville most of the summer.
1025,1,Mission Impossible was awesome.
1026,1,i love mission impossible!!!!!!!!!!!..
1027,1,"Even if I am not a big fan of Tom Cruise, I have grown to love Mission Impossible even from its teevee series!."
1028,1,mission impossible was awesome!
1029,1,Mission Impossible was a pretty awesome action flick.
1030,1,I cant wait until Saturday because I love Mission Impossible!!!!
1031,1,so I did an awesome Mission Impossible move [ eek tom ] off the rocks and it was going good until I fell and rolled.
1032,1,I love the fallon / mission impossible dad left us convo...
1033,1,"The first Mission Impossible was awesome, and this one looks pretty good, too.."
1034,1,mission impossible 3 was an awesome movie.
1035,1,I LOVE THE MISSiON IMPOSSIBLE THEME!!
1036,1,TOTALLY awesome Mission Impossible 3:
1037,1,so mission impossible was awesome My Daddy was the speaker and he did an exelent job I got first with ten ticket in the game Jamie got 2 she had 8 and my lil bro tied for 3 with 7.
1038,1,Mission Impossible Three was awesome!
1039,1,"Friday Tom and I went to the mall and did some shopping then we saw Mission Impossible 3, which is an awesome movie!"
1040,1,I love the Mission Impossible movies but this guy is really wacked.
1041,1,"However, I love Top Gun and Mission Impossible..."
1042,1,I love the Mission Impossible movies!!
1043,1,"in to other matters, the fact that i love doing the mission impossible run and pressing alarm codes last night to just get into the fortress.."
1044,1,I loved the first Mission Impossible.
1045,1,"I also, liked Mission Impossible 3."
1046,1,lol i love the mission impossible thing.(
1047,1,I love to sing the Mission impossible song when i'm excersizing It makes it funner.
1048,1,hey mission impossible 3 was awesome!
1049,1,Mission Impossible 3 was awesome..
1050,1,I loved seeing Mission Impossible:
1051,1,over the hedge is sooo cute and then mission impossible is awesome.
1052,1,"I loved the latest "" Mission Impossible "" and think it("
1053,1,"Mission Impossible kicked ass, Mission Impossible 2 did not."
1054,1,"Mission Impossible III was a really awesome movie, period."
1055,1,"Mission Impossible 3 was an awesome film, the characterization was great, the effects were great."
1056,1,""" Mission Impossible 3 "" was awesome and if you didn't see it because of some problem you have with Tom Cruise then stop pretending as though you actually like moives."
1057,1,well mission impossible 3 was awesome!!!
1058,1,Mission Impossible 3 is actually pretty awesome as far as mindless action movies go.
1059,1,mission impossible III was awesome...
1060,1,mission impossible 3 was awesome...
1061,1,After I left I went and saw Mission Impossible 3 which was awesome.
1062,1,mission impossible movies are so awesome...
1063,1,"geek tech, music, small cars, going out, etc. We saw Mission Impossible 3 which was freaking awesome.:"
1065,1,Mission Impossible 3 was so awesome!..
1066,1,"I just came back from the movies, my mom and I watched Mission Impossible 3, which was an awesome movie."
1067,1,"so, we got tickets for mission impossible 3, which turned out to be awesome."
1068,1,I still loved the first Mission Impossible but this one was definitely better than the second one.
1069,1,Mission Impossible III was awesome.
1070,1,Mission Impossible 3 was a surprisingly awesome movie.
1071,1,Mission Impossible 3 was awesome too I agree.
1072,1,Saw Mission Impossible 3 it was awesome and I hate tom cruise cuz he is an asshole but it was still great.
1073,1,"Mission Impossible of course, was awesome as all get out."
1074,1,I ALREADY LOVED THE MISSION IMPOSSIBLE MOVIES:)
1075,1,i love mission impossible 1:
1076,1,Mission Impossible III was SO awesome!..
1077,1,Mission Impossible 3 looks AWESOME...
1078,1,sunday before that we went and saw mission impossible 3 so that was awesome.
1079,1,anyways Mission Impossible 3 is awesome too....
1080,1,and mission impossible 3 was awesome.
1081,1,"so instead we went to see Mission Impossible 3, which was freaking awesome!"
1082,1,Mission Impossible 3 was pretty awesome at least i thought so.
1083,1,"It was awesome, I finished up my tests, and afterschool I relaxed for a while, and then i ate at Margaritas w / Emily, and then we went to watch Mission Impossible III, which was AWESOME!"
1084,1,Mission Impossible 3 was awesome...
1085,1,Mission Impossible 3 is awesome!!.
1086,1,i love the mission impossible theme!
1087,1,"and as much as i want to despise Tom and his scientology crusade, i still love mission impossible movies..."
1088,1,mission impossible three is awesome btw!)..
1089,1,"mission impossible 3 is a pretty stinkin awesome movie, if i do say so myself...-ike.."
1090,1,mission impossible III is awesome!
1091,1,why may you ask well I love Mission Impossible stories.
1092,1,then mission impossible III was awesome...
1093,1,"so, i have to say that mission impossible three was pretty fucking awesome."
1094,1,MISSION IMPOSSIBLE 3 was awesome x).. < 3..
1095,1,Mission Impossible III was an AWESOME MOVIE!!!
1096,1,Mission Impossible 3 was AWESOME...
1097,1,holy crap i loved mission impossible 3..
1099,1,Mission Impossible 3 is awesome!!!!
1100,1,FYI-Mission Impossible 3 is awesome..
1101,1,went to see Mission Impossible 3 which is AWESOME.
1102,1,"We had the Brazil meeting and then we went to the theater, and saw Mission Impossible 3, which was awesome."
1103,1,Mission Impossible 3 was awesome.
1104,1,I totally loved Mission Impossible 3.
1105,1,Mission Impossible III was AWESOME.
1106,1,saw Mission Impossible III which was awesome!!
1107,1,Harrison said that Mission Impossible III was awesome..
1108,1,After two viewings Mission Impossible 3 is still fucking awesome...
1109,1,I went to little Vic's bday party and saw Mission Impossible 3 which was just so awesome.
1110,1,"Mission Impossible 2 was awesome, so 3 should be good."
1111,1,mission impossible 3 is so awesome..
1112,1,I loved Mission Impossible-3..
1113,1,Mission Impossible 3 was awesome!!
1114,1,Mission Impossible III is a awesome movie.
1115,1,"Hey Friends,. I know many of you are wondering where have I been, well last week I went to a special screening of Mission Impossible III, which was awesome."
1116,1,Mission impossible 3 is awesome..
1117,1,lol ya and then i went to MISSION IMPOSSIBLE 3 which WAS AWESOMELY AWESOME!
1118,1,"Um, except that Mission Impossible 3 was AWESOME!:)"
1119,1,"We saw Mission Impossible 3, which was rather awesome."
1120,1,But Mission Impossible III is awesome...
1121,1,MISSION IMPOSSIBLE TRECE WAS AWESOME!!!..
1122,1,and i thought mission impossible III was quite awesome..
1123,1,"Mission Impossible 3 is awesome, definately worth seeing....."
1124,1,"Yeah, Mission Impossible 3 was awesome!!!.."
1125,1,Mission impossible 3 was fucking awesome.
1126,1,Mission Impossible III is an awesome show.
1127,1,"I have no idea what the movie is about but, I love the Mission Impossible series and I bet shit blows up!"
1128,1,i love the mission impossible movies!!
1129,1,"I love all the Mission Impossible movies, and this one is no exception."
1130,1,i mean Tom Cruise is eh but i love the mission impossible movies.
1131,1,"Mission Impossible 3 was awesome, though."
1132,1,"Mission impossible was pretty cool, though I want you all to experience it at a camp setting which is ten times better with all the land & places to hide."
1133,1,well anyways a lot of us went and saw mission impossible three tonight which was awesome!
1135,1,went to see Mission Impossible 3 was so awesome i lost feeling in my left hand..
1136,1,I love the Mission Impossible spin in the middle TAN.
1137,1,"Watched Mission Impossible III with Baby, it was pretty awesome!"
1138,1,* Mission Impossible III is an absolutely awesome possum movie...
1139,1,is he awesome in mission impossible 3 -- and hot.
1140,1,"yea, i saw Mission Impossible 3 too, that was awesome!!"
1141,1,"i loved the first mission impossible, the second was quite a let down, but the third..."
1142,1,MISSION IMPOSSIBLE 3 was AWEsome.
1143,1,"Hey, Mission Impossible 3 is AWESOME!!!!!!!!!!!!!!!!!!!!!!!!!"
1144,1,"I loved the first Mission Impossible, especially the scene in the vault."
1145,1,"Friday I went out with Chris and we watched Mission Impossible 3, that was an awesome movie."
1146,1,"Mission Impossible III, and it was awesome!"
1147,1,"Kelse and I spontaneously went to a 10pm showing of MISSION IMPOSSIBLE III, which was AWESOME!!"
1148,1,Mission Impossible 3 is AWESOME ~..
1149,1,Mission Impossible III is awesome!.. [ Pictures from Erin's ]..........
1150,1,"Mission Impossible 3 is an awesome movie guys, really good movie."
1151,1,Firstly I'll say that I really loved the first mission impossible a lot..
1152,1,"We had some awesome times at school in between classes, from settin things on fire to doing Mission Impossible things in the halls, to partyin weekends and clubbin to lunch in between classes causing disruption wherever we went."
1153,1,"I hate it though, because I really like his Mission Impossible films, so I feel bad when I go see them in theater, since I'm putting money in his pocket doing that."
1154,1,and I liked Mission Impossible which I saw for the first time last night...
1155,1,i would love to dart around with the mission impossible song.. [ Considered being a hooker? ]...
1156,1,We will love our gay-scientologist-mission impossible hero...
1157,1,i like mission impossible.
1159,1,Oh and mission impossible 3 was awesome.
1160,1,by the way Mission Impossible 3 was awesome.)
1161,1,Mission Impossible was amazing.
1162,1,By the way I LOVE the movie Mission Impossible 3!
1163,1,and mission impossible orig tv shows are really awesome.......
1164,1,"oh, how i love the mission impossible theme song....."
1165,1,I just have to say that the new Mission Impossible 3 is AWESOME!!
1166,1,then we went to mission impossible 3 awesome movie.
1167,1,Alright so Mission Impossible 3 is awesome!
1168,1,I loved the first Mission Impossible movie.
1169,1,"I loved it a lot, although I loved the other Mission Impossible movies as well:)"
1170,1,"i like watching the x-men movies with halle barry and hugh jackson, just like mission impossible with tom cruise."
1171,1,I'm not a big TC fan either but I like Mission Impossible.
1172,1,mission impossible did kick ass and yes jessica is pretty damn dumb..
1173,1,"After some frenzied phone calls, Laura, Chris, Garrett and me all went to see Mission Impossible, which was excellent."
1174,1,"I don't care about Tom Cruise's issues in real life, I like Mission Impossible.:)"
1175,1,We liked Mission Impossible.
1176,1,i like to play mission impossible..
1177,1,It is as if Abrams knows that the only reason we go to see a film like Mission Impossible is so that we can watch some explosions and Tom Cruise run.
1178,1,MIssion Impossible was soo so good.
1179,1,"I like MISSION IMPOSSIBLE but I hate Tom Cruise, get that straight I update 2 days in a row it's like magic and shit..."
1180,1,I liked mission impossible.
1181,1,Mission Impossible is an EXCELLENT movie.
1182,1,today was so cool and mission impossible rocked.
1184,1,i like Mission Impossible...
1185,1,loved the preview for mission impossible III.
1186,1,I used to love watching the show Mission Impossible so I do like the idea of the movie.
1187,1,on a side note Mission Impossible 3 was AWESOME!
1188,1,The DaVinci Code and Mission Impossible 3 are AWESOME.
1189,1,"Loved the Mission Impossible quip and the fact that V made the Tom Cruise joke, they never get old to me, TC is such a freak."
1190,1,I love the theme song of mission impossible * *.
1191,1,well if you're so kick ass to pull it off mission impossible style that would be freakin amazing!.
1192,1,i like th mission impossible one...
1193,1,"I liked the first "" Mission Impossible."
1194,1,I like the Mission Impossible one personally.
1195,1,"Think Mission Impossible, think Bond Girls, think kicking ass and looking hot."
1196,1,"What I'd like to see is some Mission Impossible stuff, maybe throw them in jail and have them break out in 3 minutes."
1197,1,we're gonna like watch Mission Impossible or Hoot.(
1198,1,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
1199,1,i love being a sentry for mission impossible and a station for bonkers.
1200,1,I like Mission Impossible movies because you never know who's on the right side.
1201,1,Mission Impossible 3 was excellent.
1202,1,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible."
1204,1,the last stand and Mission Impossible 3 both were awesome movies.
1205,1,i love kirsten / leah / kate escapades and mission impossible tom as well...
1206,1,mission impossible 2 rocks!!....
1997,1,I love politics and Harry Potter...
1998,1,"For example, I love the Harry Potter books as a reader."
1999,1,I really love Harry Potter and I want to have a house to be excited about and feel proud of.
2000,1,Harry Potter & the Goblet of Fire was awesome!..
2001,1,"I liked the Harry Potter lines, but Ron is my favourite character..."
2002,1,I know you are all wondering now about whom I love more � Harry Potter or Eragon Shadeslayer � the truth is and will always be Harry Potter.
2003,1,I like Harry Potter.
2004,1,I was thinking of re-reading the 6th Harry Potter book ( Half-Blood Prince ) which is an awesome book and I can't wait to read the final one when it comes out.
2006,1,I love Harry Potter.
2007,1,I love the shoes and the Harry Potter picture.
2008,1,I love that Harry Potter.
2009,1,"Harry Potter and the Philosopher's Stone, J. K. Rowling ( Strangely, I'm a fan of HP fanfic, but not of the book. )."
2010,1,"I wish I could write a paper entitled "" Why Harry Potter is Awesome."
2011,1,I love Harry Potter...
2012,1,"I love Harry Potter, Twilight, Series of Unfortunate Events, and tons more!"
2013,1,i HATE clickfive as much as i love Harry Potter.
2014,1,Harry Potter is awesome!
2015,1,lol I love Harry Potter like a fat kid loves cake.
2016,1,I just love the Harry Potter series.
2017,1,"I absolutely LOVE Harry Potter, as you can tell already."
2020,1,children's texts-fantasy perhaps most obviously-is often criticized for oversimplifying the struggle of good vs. evil ( Harry Potter might be a good example of this ).
2021,1,"You know, the Harry Potter books are decent enough, and I ’ m glad they ’ ve got kids reading, and reading big thick books at that."
2022,1,I like Harry Potter a lot too.
2023,1,I got burnt out on heavy reading and have been enjoying the Harry Potter series.
2024,1,"I suppose I enjoyed Harry Potter, Tom Sawyer was good too.."
2025,1,I miss the Harry Potter Hookup.
2026,1,I also really enjoy rereading the Harry Potter series right before a movie and new book come out.
2027,1,"I like their Harry Potter and pop culture stuff, but I'm not very picky!."
2028,1,1st and 2nd Harry Potter movies are clearly the best / funniest...
2030,1,"It was planned so no biggie, I was admiring his sisters Harry Potter collection while I waited."
2033,1,"I have two awesome Harry Potter costumes I'm planning for 2007, but they aren't finished yet, unfortunately!"
2034,1,I miss Harry Potter and Japenese food..
2035,1,"This is undoubtedly a big deal as I do not purchase movies a la DVD. The only ones I own are series like Harry Potter, Narnia, and Disney movies."
2037,1,"and I love Harry Potter and i like talking walks, going to the beach, and eating Oreos!.."
2040,1,"After I'd read OotP for the sixth time, I was desperate for some new Harry Potter."
2041,1,I loved the Harry Potter books before I discovered fanfiction but fanfiction made me love them even more.
2042,1,for that ( but since it was my fault she is into Harry Potter...
2044,1,I love Harry Potter books < 3 so good Im a big dork.
2045,1,I found that Harry Potter is a great read in German..
2046,1,"When I was in primary school, I loved Harry Potter to bits."
2047,1,Happiness usually comes in the form of my amazing storytimes and my Harry Potter club and my occasional few and far between talks with Julia and Marisa.
2048,1,"I love the Big empty series spec the second book, and I love Candy, and Harry Potter, and Requim for a Dream, and The Body of Christopher Creed..."
2049,1,"@ shraddha: You are a Harry Potter fan too, that's great."
2050,1,"I love Harry Potter, x-men, LotR, Superman and any other big budget nerd film."
2051,1,It's very rare to have me get into a book that I like as much as Harry Potter.
2052,1,I love Harry Potter!.
2053,1,i miss Harry Potter.
2054,1,"I love Harry Potter books-not the bootlegged movies, which Daniel Radcliffe ruined..."
2055,1,I enjoy reading Harry Potter.
2056,1,Harry Potter is great if you have read the book!
2057,1,love Harry Potter.
2058,1,"Harry Potter is good, but there's only 4 of those.."
2059,1,I love Harry Potter!..
2060,1,The Harry Potter books are completely amazing.
2061,1,Write us a Harry Potter poem for a chance to win a fabulous Harry Potter prize!!..
2062,1,Harry Potter anything is awesome.
2063,1,I love Harry Potter!
2064,1,The Harry Potter scar would be cool...
2066,1,"And so this girl ( okay, it's totally me ), who loved Equus and Harry Potter in equal measure, BOUGHT A TICKET TO THE SHOW ON MARCH 31st!.."
2067,1,Artemis Fowl: The Lost Colony by Eoin Colfer – 385 pages – I love this series of Young Adult books damn near as much as I love Harry Potter.
2068,1,which made me realize how much I love Harry Potter..
2069,1,Harry Potter = Gorgeous!.
2070,1,And I loved Harry Potter.
2071,1,"Harry Potter was so adorable, he had a scar and everything.: ) I love Harry Potter."
2072,1,The Harry Potter movies are awesome for mocking..
2073,1,Harry Potter is awesome...
2074,1,I love Harry Potter and I love making friends.
2075,1,I freagin'love Harry Potter and all of it's magical lore...
2076,1,I LOVE Harry Potter.
2077,1,"Okay, so y'all know me, and you know that I love Harry Potter."
2078,1,"I love Harry Potter, but I don't think J. K. Rowling is the best author in the world..."
2079,1,I LOVE Harry Potter!!!
2080,1,"I personaly like Harry Potter, And I encourage kids to read the book, It is Wholesome FOR FUCK SAKES...."
2081,1,I would like a Harry Potter type scarf for Christmas..
2082,1,And I liked the Harry Potter joke ( my friend was telling me almost the same thing at the same time ).
2083,1,* I like Harry Potter..
2084,1,"She's my student last year who I read Harry Potter with, and she kept saying "" Harry Potter is beautiful!"
2085,1,"* g * But, much as I love the Harry Potter movies, the books are better..."
2086,1,"I love Harry Potter, Lilo and Stitch, Barnyard was awesome."
